N,E,psi,u,v,r
504.547,-200.781,-1.44365,0.22927,0.0913023,-0.839761,
504.573,-200.781,-1.54563,0.153331,-0.0826717,-0.691636,
504.585,-200.798,-1.6166,0.0725757,-0.213508,-0.554998,
504.589,-200.836,-1.67933,-0.0223045,-0.350479,-0.38886,
504.58,-200.882,-1.7154,-0.142501,-0.442574,-0.244235,
504.55,-200.945,-1.73664,-0.30912,-0.507603,-0.0777991,
504.5,-201.014,-1.7362,-0.440421,-0.534685,0.0800379,
504.443,-201.076,-1.71948,-0.546151,-0.532742,0.208205,
504.361,-201.146,-1.68266,-0.695159,-0.510428,0.341539,
504.274,-201.202,-1.63779,-0.808894,-0.487971,0.440421,
504.161,-201.266,-1.57252,-0.896629,-0.463206,0.535687,
504.054,-201.317,-1.50767,-0.973188,-0.439287,0.599767,
503.918,-201.374,-1.42407,-1.0735,-0.415427,0.653522,
503.771,-201.428,-1.33475,-1.13287,-0.39922,0.685495,
503.64,-201.473,-1.2559,-1.16072,-0.391788,0.696541,
503.482,-201.525,-1.16338,-1.20819,-0.398861,0.693477,
503.343,-201.571,-1.08505,-1.24029,-0.406512,0.679238,
503.177,-201.625,-0.996384,-1.24358,-0.396137,0.652468,
503.035,-201.67,-0.923649,-1.24617,-0.388944,0.624127,
502.869,-201.722,-0.84303,-1.25734,-0.403659,0.587879,
502.702,-201.777,-0.76725,-1.23755,-0.41272,0.550481,
502.563,-201.823,-0.706325,-1.20326,-0.407258,0.518659,
502.405,-201.878,-0.639801,-1.18058,-0.414914,0.483005,
502.271,-201.926,-0.586367,-1.16711,-0.428743,0.454894,
502.118,-201.983,-0.527859,-1.13316,-0.42673,0.425582,
501.971,-202.039,-0.473469,-1.09472,-0.432157,0.401159,
501.847,-202.091,-0.428397,-1.06938,-0.461252,0.384803,
501.706,-202.154,-0.378019,-1.04061,-0.487224,0.373354,
501.589,-202.21,-0.33558,-1.01799,-0.49557,0.372415,
501.455,-202.278,-0.285578,-1.00292,-0.531628,0.382895,
501.341,-202.342,-0.240791,-0.989758,-0.587328,0.403318,
501.211,-202.424,-0.184568,-0.961008,-0.645343,0.442353,
501.086,-202.514,-0.122266,-0.929428,-0.711189,0.49664,
500.981,-202.6,-0.0624546,-0.906887,-0.799243,0.554143,
500.862,-202.713,0.0164057,-0.876787,-0.911118,0.632019,
500.764,-202.822,0.0926693,-0.842111,-0.997938,0.705937,
500.656,-202.963,0.192625,-0.782051,-1.11816,0.797963,
500.571,-203.097,0.288284,-0.701783,-1.23471,0.879707,
500.486,-203.269,0.411699,-0.584173,-1.34202,0.973912,
500.417,-203.453,0.54723,-0.447666,-1.42052,1.06284,
500.374,-203.618,0.67229,-0.298837,-1.47969,1.13066,
500.348,-203.817,0.827293,-0.0934234,-1.50238,1.19673,
500.347,-203.987,0.966346,0.0815123,-1.45733,1.23975,
500.371,-204.174,1.13348,0.275799,-1.35053,1.27069,
500.42,-204.343,1.30192,0.450204,-1.20441,1.27816,
500.478,-204.472,1.44829,0.555134,-1.04768,1.26438,
500.557,-204.598,1.61398,0.616508,-0.845836,1.22434,
500.628,-204.684,1.75047,0.637655,-0.659844,1.1693,
500.712,-204.757,1.90039,0.61007,-0.438347,1.08163,
500.777,-204.797,2.01855,0.525902,-0.271542,0.988455,
500.838,-204.822,2.14165,0.389952,-0.118978,0.860865,
500.88,-204.83,2.24665,0.243706,-0.00218146,0.716196,
500.9,-204.826,2.32079,0.0990949,0.062834,0.582265,
500.901,-204.815,2.3874,-0.0903732,0.0938103,0.41847,
500.881,-204.804,2.42684,-0.245227,0.0969418,0.274735,
500.838,-204.793,2.45221,-0.403229,0.0739481,0.108103,
500.785,-204.787,2.45659,-0.525036,0.0185434,-0.0301187,
500.706,-204.79,2.44228,-0.648302,-0.0713865,-0.1816,
500.614,-204.806,2.40871,-0.743873,-0.159448,-0.318619,
500.525,-204.828,2.36634,-0.81375,-0.2373,-0.421306,
500.411,-204.867,2.30333,-0.89248,-0.3329,-0.521544,
500.306,-204.909,2.23974,-0.946407,-0.403349,-0.589806,
500.177,-204.967,2.1571,-0.988606,-0.468132,-0.648593,
500.044,-205.032,2.06889,-1.03192,-0.523231,-0.685121,
499.923,-205.095,1.98912,-1.07217,-0.557854,-0.700344,
499.778,-205.17,1.8958,-1.10013,-0.576805,-0.700559,
499.652,-205.237,1.8166,-1.11316,-0.586956,-0.688476,
499.503,-205.316,1.72665,-1.1342,-0.599949,-0.6637,
499.372,-205.384,1.65252,-1.14761,-0.60492,-0.636103,
499.22,-205.465,1.57025,-1.14507,-0.597347,-0.599983,
499.068,-205.543,1.49295,-1.14031,-0.577096,-0.562254,
498.938,-205.607,1.43066,-1.13874,-0.554173,-0.530124,
498.787,-205.679,1.36252,-1.12264,-0.529997,-0.493743,
498.661,-205.739,1.30793,-1.1015,-0.512359,-0.464456,
498.515,-205.805,1.24827,-1.08789,-0.484205,-0.433891,
498.392,-205.858,1.20014,-1.07787,-0.45109,-0.411237,
498.25,-205.916,1.14693,-1.0549,-0.411872,-0.389935,
498.111,-205.968,1.09612,-1.03903,-0.374754,-0.376298,
497.992,-206.009,1.05353,-1.04272,-0.341275,-0.372477,
497.853,-206.052,1.0036,-1.05211,-0.301857,-0.379518,
497.733,-206.084,0.959398,-1.05963,-0.263693,-0.397136,
497.59,-206.115,0.904409,-1.08115,-0.200649,-0.432125,
497.445,-206.136,0.844164,-1.11496,-0.121262,-0.482303,
497.315,-206.146,0.785569,-1.14542,-0.0503487,-0.537431,
497.16,-206.147,0.709186,-1.18746,0.0407462,-0.612542,
497.023,-206.137,0.635252,-1.2303,0.140025,-0.685084,
496.856,-206.109,0.538079,-1.26938,0.274016,-0.776291,
496.711,-206.071,0.444929,-1.28104,0.395891,-0.857495,
496.541,-206.008,0.324496,-1.27053,0.552918,-0.952596,
496.374,-205.923,0.191647,-1.23102,0.721676,-1.04325,
496.237,-205.833,0.068565,-1.16398,0.857275,-1.11371,
496.09,-205.71,-0.084405,-1.0404,0.996807,-1.18374,
495.979,-205.59,-0.222149,-0.893273,1.09861,-1.23051,
495.874,-205.438,-0.38848,-0.68474,1.17075,-1.26653,
495.807,-205.304,-0.533787,-0.498486,1.17662,-1.27946,
495.755,-205.15,-0.703663,-0.289735,1.13263,-1.27175,
495.73,-205.005,-0.870776,-0.0946513,1.0433,-1.23808,
495.727,-204.892,-1.00924,0.0454857,0.923174,-1.18848,
495.742,-204.781,-1.16213,0.161042,0.741201,-1.1075,
495.764,-204.707,-1.28341,0.221757,0.569299,-1.0191,
495.795,-204.644,-1.41094,0.244021,0.367308,-0.896133,
495.826,-204.609,-1.52017,0.205986,0.178191,-0.75658,
495.846,-204.597,-1.59958,0.137768,0.0296689,-0.623919,
495.857,-204.603,-1.67175,0.0363708,-0.121721,-0.461231,
495.856,-204.624,-1.71616,-0.0724506,-0.228607,-0.317935,
495.836,-204.661,-1.74724,-0.221052,-0.316805,-0.150552,
495.804,-204.699,-1.75631,-0.347632,-0.361251,-0.0106293,
495.748,-204.749,-1.74726,-0.486327,-0.383318,0.144,
495.674,-204.8,-1.7185,-0.627447,-0.380518,0.285123,
495.595,-204.843,-1.67968,-0.744893,-0.365657,0.392239,
495.488,-204.89,-1.62016,-0.86115,-0.342509,0.497633,
495.385,-204.928,-1.55905,-0.947854,-0.321913,0.570563,
495.253,-204.969,-1.47854,-1.04341,-0.300166,0.634895,
495.13,-205.003,-1.40378,-1.10986,-0.287273,0.672293,
494.978,-205.04,-1.3125,-1.16125,-0.279516,0.696188,
494.821,-205.077,-1.21943,-1.19918,-0.279151,0.700736,
494.683,-205.109,-1.14,-1.22501,-0.281849,0.691667,
494.519,-205.147,-1.04942,-1.2399,-0.280705,0.669334,
494.377,-205.179,-0.974619,-1.24484,-0.278907,0.643173,
494.211,-205.216,-0.891439,-1.2492,-0.287497,0.607948,
494.069,-205.25,-0.823949,-1.2436,-0.301008,0.575982,
493.905,-205.291,-0.749839,-1.22141,-0.312281,0.538338,
493.744,-205.333,-0.680691,-1.19675,-0.321662,0.501755,
493.609,-205.37,-0.625213,-1.17773,-0.33154,0.471825,
493.454,-205.415,-0.564582,-1.14866,-0.339894,0.440334,
493.325,-205.454,-0.515787,-1.11623,-0.346452,0.416485,
493.179,-205.501,-0.461994,-1.07762,-0.364659,0.393792,
493.038,-205.551,-0.410754,-1.04156,-0.388277,0.378272,
492.921,-205.596,-0.368064,-1.01427,-0.405517,0.372276,
492.788,-205.652,-0.318472,-0.990491,-0.434948,0.376317,
492.676,-205.704,-0.274866,-0.974223,-0.477081,0.390835,
492.548,-205.771,-0.220947,-0.952468,-0.53666,0.421954,
492.44,-205.836,-0.170679,-0.932098,-0.593979,0.461133,
492.318,-205.92,-0.105522,-0.911187,-0.679733,0.520453,
492.198,-206.017,-0.031549,-0.889901,-0.783828,0.5926,
492.098,-206.112,0.0400282,-0.864541,-0.877492,0.662912,
491.986,-206.236,0.134105,-0.819174,-0.996163,0.752139,
491.896,-206.356,0.224447,-0.757293,-1.1081,0.832694,
491.802,-206.512,0.341613,-0.651746,-1.22967,0.928066,
491.724,-206.681,0.470274,-0.519425,-1.32576,1.0195,
491.672,-206.838,0.591841,-0.381594,-1.39215,1.09295,
491.634,-207.026,0.742311,-0.195554,-1.43709,1.16637,
491.621,-207.19,0.878364,-0.025209,-1.43069,1.21692,
491.631,-207.377,1.04322,0.172078,-1.36715,1.25825,
491.66,-207.528,1.18784,0.331707,-1.26985,1.27609,
491.715,-207.686,1.35774,0.483691,-1.1104,1.27456,
491.786,-207.821,1.5257,0.578077,-0.915626,1.24772,
491.855,-207.915,1.66552,0.616036,-0.734842,1.20375,
491.937,-207.998,1.82079,0.611617,-0.520023,1.12876,
492.004,-208.048,1.94478,0.558443,-0.346776,1.04516,
492.071,-208.082,2.07604,0.44772,-0.173571,0.927107,
492.116,-208.094,2.1751,0.328487,-0.0532313,0.810799,
492.149,-208.094,2.27302,0.168208,0.050022,0.660894,
492.159,-208.083,2.35025,-0.0107222,0.106656,0.500123,
492.149,-208.07,2.39908,-0.164403,0.123054,0.357404,
492.116,-208.054,2.43538,-0.329553,0.111766,0.18957,
492.071,-208.043,2.44888,-0.457824,0.0739158,0.0483555,
492.001,-208.038,2.44473,-0.59068,0.00167746,-0.108691,
491.916,-208.043,2.4207,-0.69917,-0.0836418,-0.252197,
491.831,-208.057,2.38511,-0.77674,-0.164349,-0.364013,
491.722,-208.086,2.32907,-0.85619,-0.264078,-0.474409,
491.621,-208.121,2.27035,-0.917909,-0.343154,-0.551863,
491.494,-208.172,2.19196,-0.977638,-0.41864,-0.6215,
491.38,-208.222,2.1185,-1.02165,-0.471244,-0.663439,
491.241,-208.288,2.02805,-1.06775,-0.518903,-0.692303,
491.097,-208.36,1.93514,-1.099,-0.548453,-0.701271,
490.971,-208.423,1.85546,-1.11309,-0.563048,-0.695258,
490.822,-208.499,1.76425,-1.12583,-0.57429,-0.675651,
490.693,-208.564,1.68866,-1.13475,-0.578553,-0.65104,
490.542,-208.641,1.60438,-1.1371,-0.575057,-0.616769,
490.412,-208.706,1.53594,-1.13603,-0.565077,-0.584992,
490.261,-208.78,1.4607,-1.13619,-0.546589,-0.547295,
490.11,-208.852,1.39037,-1.13014,-0.524648,-0.510376,
489.982,-208.91,1.33392,-1.11743,-0.505869,-0.479879,
489.835,-208.976,1.27227,-1.10332,-0.481226,-0.447572,
489.709,-209.029,1.22267,-1.0918,-0.455243,-0.423007,
489.565,-209.088,1.16807,-1.07288,-0.420886,-0.398897,
489.424,-209.141,1.11629,-1.05395,-0.383683,-0.38128,
489.305,-209.183,1.07337,-1.04578,-0.34899,-0.37315,
489.166,-209.227,1.02382,-1.04453,-0.30655,-0.374068,
489.046,-209.259,0.980627,-1.04909,-0.267678,-0.385531,
488.906,-209.291,0.927703,-1.06614,-0.212814,-0.412883,
488.783,-209.312,0.878664,-1.09156,-0.155169,-0.448685,
488.635,-209.328,0.815349,-1.12844,-0.0794162,-0.504491,
488.482,-209.333,0.743694,-1.17236,0.00635215,-0.573807,
488.346,-209.327,0.674397,-1.21566,0.0937675,-0.642091,
488.181,-209.307,0.583176,-1.2638,0.21305,-0.729792,
488.035,-209.276,0.495421,-1.29253,0.328701,-0.809478,
487.863,-209.222,0.381367,-1.29852,0.482883,-0.905018,
487.716,-209.159,0.273525,-1.27409,0.62719,-0.985739,
487.55,-209.065,0.136419,-1.20662,0.793538,-1.07392,
487.397,-208.949,-0.0117201,-1.09666,0.944992,-1.15108,
487.279,-208.834,-0.146178,-0.968884,1.05739,-1.20543,
487.162,-208.687,-0.309826,-0.783646,1.15291,-1.25173,
487.083,-208.553,-0.453986,-0.603789,1.19001,-1.27425,
487.017,-208.395,-0.624029,-0.386112,1.17657,-1.27867,
486.98,-208.243,-0.791702,-0.179214,1.10513,-1.25794,
486.969,-208.122,-0.934283,-0.0232155,0.998331,-1.21902,
486.976,-208,-1.09204,0.11474,0.834403,-1.15007,
486.994,-207.914,-1.21875,0.193776,0.672496,-1.07134,
487.023,-207.838,-1.35386,0.237366,0.471609,-0.958352,
487.05,-207.794,-1.45674,0.230266,0.299289,-0.845771,
487.077,-207.767,-1.55952,0.176438,0.111193,-0.699097,
487.095,-207.764,-1.64197,0.0866598,-0.0533514,-0.540441,
487.1,-207.777,-1.69546,-0.0134105,-0.170241,-0.398527,
487.089,-207.807,-1.73724,-0.149583,-0.273349,-0.230562,
487.065,-207.842,-1.75534,-0.272281,-0.332969,-0.0882689,
487.019,-207.889,-1.75634,-0.414042,-0.37164,0.0712819,
486.965,-207.932,-1.74082,-0.533954,-0.381161,0.199167,
486.885,-207.982,-1.70516,-0.668887,-0.370772,0.334023,
486.787,-208.03,-1.65279,-0.792315,-0.345869,0.449682,
486.691,-208.068,-1.59668,-0.889352,-0.323787,0.531871,
486.566,-208.11,-1.52066,-0.993662,-0.303918,0.607113,
486.448,-208.144,-1.44859,-1.07077,-0.292144,0.653708,
486.301,-208.182,-1.35908,-1.14151,-0.283178,0.687661,
486.146,-208.219,-1.26714,-1.19315,-0.278535,0.701129,
486.007,-208.251,-1.18649,-1.22358,-0.277412,0.698429,
485.843,-208.288,-1.09455,-1.24105,-0.276844,0.681733,
485.701,-208.319,-1.0181,-1.2454,-0.276384,0.65883,
485.536,-208.356,-0.932699,-1.24499,-0.278834,0.625656,
485.394,-208.388,-0.863209,-1.23993,-0.284454,0.594267,
485.23,-208.427,-0.786737,-1.22665,-0.29394,0.556547,
485.068,-208.466,-0.715241,-1.20798,-0.306854,0.519337,
484.931,-208.502,-0.657803,-1.18922,-0.319428,0.488405,
484.775,-208.546,-0.595062,-1.16374,-0.332558,0.455156,
484.644,-208.584,-0.544619,-1.13891,-0.342166,0.429702,
484.494,-208.63,-0.48919,-1.10754,-0.355619,0.404312,
484.37,-208.672,-0.444107,-1.07835,-0.370469,0.387309,
484.229,-208.722,-0.393524,-1.04225,-0.390666,0.37481,
484.092,-208.776,-0.343945,-1.0082,-0.417429,0.372763,
483.979,-208.825,-0.301057,-0.983219,-0.44987,0.381365,
483.85,-208.888,-0.24892,-0.957973,-0.499771,0.405116,
483.742,-208.948,-0.200969,-0.938101,-0.553509,0.437932,
483.618,-209.027,-0.13938,-0.915881,-0.631903,0.490479,
483.499,-209.117,-0.070397,-0.893356,-0.725922,0.556339,
483.398,-209.205,-0.00260768,-0.871348,-0.817734,0.623121,
483.284,-209.322,0.0859347,-0.839123,-0.934419,0.708849,
483.19,-209.434,0.171229,-0.798844,-1.04319,0.787341,
483.089,-209.582,0.282298,-0.720683,-1.17135,0.882412,
483.012,-209.721,0.387582,-0.620176,-1.27071,0.963629,
482.939,-209.897,0.52185,-0.466864,-1.36319,1.05357,
482.889,-210.082,0.667491,-0.28405,-1.41972,1.13386,
482.867,-210.245,0.800189,-0.114265,-1.43145,1.1916,
482.865,-210.434,0.962309,0.0868161,-1.39718,1.24242,
482.884,-210.589,1.10569,0.252165,-1.32538,1.26952,
482.93,-210.757,1.27554,0.421585,-1.19239,1.2797,
482.985,-210.885,1.42102,0.53244,-1.04117,1.26869,
483.061,-211.01,1.58764,0.61028,-0.835898,1.23217,
483.144,-211.106,1.74763,0.627534,-0.619489,1.16982,
483.214,-211.167,1.87692,0.59439,-0.440915,1.09638,
483.288,-211.213,2.01577,0.506773,-0.254777,0.989198,
483.34,-211.234,2.12239,0.3986,-0.120767,0.880767,
483.383,-211.241,2.23009,0.243557,0.000159396,0.737968,
483.403,-211.235,2.31728,0.0701206,0.0782189,0.583048,
483.402,-211.224,2.3761,-0.0854406,0.112134,0.441095,
483.379,-211.209,2.42349,-0.257728,0.11462,0.27307,
483.342,-211.197,2.44635,-0.393088,0.0888876,0.129796,
483.28,-211.189,2.45267,-0.532907,0.0323256,-0.0320953,
483.213,-211.189,2.44142,-0.635183,-0.032462,-0.162834,
483.122,-211.199,2.4103,-0.734116,-0.120888,-0.30185,
483.019,-211.221,2.36187,-0.814491,-0.218503,-0.422561,
482.923,-211.251,2.3086,-0.874891,-0.300772,-0.509272,
482.802,-211.297,2.23523,-0.940952,-0.385296,-0.589979,
482.691,-211.344,2.16486,-0.993613,-0.446044,-0.641309,
482.555,-211.408,2.07666,-1.04818,-0.50266,-0.680572,
482.434,-211.467,1.99789,-1.08567,-0.538618,-0.697477,
482.287,-211.541,1.90469,-1.11592,-0.566702,-0.699732,
482.137,-211.617,1.81231,-1.13294,-0.58187,-0.686305,
482.008,-211.684,1.73518,-1.13909,-0.586415,-0.665339,
481.856,-211.762,1.64877,-1.13874,-0.583758,-0.633545,
481.727,-211.828,1.57833,-1.13486,-0.575898,-0.602683,
481.576,-211.904,1.50074,-1.12916,-0.560948,-0.565135,
481.428,-211.976,1.42867,-1.12215,-0.540768,-0.528041,
481.299,-212.037,1.3698,-1.11407,-0.520178,-0.496757,
481.152,-212.105,1.30609,-1.10297,-0.494363,-0.46252,
481.026,-212.16,1.2549,-1.09298,-0.470948,-0.436237,
480.882,-212.221,1.19869,-1.07952,-0.442199,-0.409623,
480.76,-212.269,1.15308,-1.06728,-0.415305,-0.391244,
480.618,-212.322,1.10211,-1.05485,-0.37944,-0.376706,
480.479,-212.37,1.05244,-1.04654,-0.338017,-0.371964,
480.36,-212.406,1.00981,-1.04472,-0.298027,-0.377672,
480.22,-212.443,0.95842,-1.05243,-0.244741,-0.397729,
480.099,-212.467,0.911506,-1.0691,-0.191672,-0.427283,
479.955,-212.488,0.85159,-1.09922,-0.120004,-0.476132,
479.828,-212.498,0.794352,-1.13282,-0.0495377,-0.529401,
479.674,-212.498,0.719131,-1.17957,0.0445649,-0.60302,
479.514,-212.485,0.633403,-1.23063,0.152185,-0.686488,
479.371,-212.462,0.550708,-1.27261,0.255964,-0.763615,
479.2,-212.419,0.44285,-1.30549,0.395764,-0.857631,
479.051,-212.366,0.340382,-1.30562,0.532772,-0.938887,
478.879,-212.284,0.209318,-1.26255,0.702629,-1.03014,
478.718,-212.18,0.0677369,-1.17051,0.866005,-1.11258,
478.59,-212.073,-0.0638799,-1.05297,0.992045,-1.17414,
478.461,-211.933,-0.223957,-0.88087,1.10614,-1.22964,
478.37,-211.803,-0.366114,-0.710712,1.16764,-1.26145,
478.29,-211.646,-0.535225,-0.497092,1.18851,-1.27745,
478.244,-211.512,-0.680708,-0.312119,1.15856,-1.27164,
478.216,-211.363,-0.848099,-0.111156,1.06702,-1.24109,
478.213,-211.231,-1.0085,0.0529096,0.923445,-1.18527,
478.225,-211.134,-1.14098,0.15574,0.768548,-1.1162,
478.251,-211.045,-1.28284,0.223452,0.571797,-1.01439,
478.278,-210.989,-1.39259,0.237846,0.398999,-0.910013,
478.308,-210.95,-1.50445,0.207239,0.203302,-0.771188,
478.328,-210.935,-1.58491,0.145936,0.0484191,-0.640643,
478.341,-210.94,-1.65931,0.0423399,-0.108454,-0.478894,
478.339,-210.963,-1.71178,-0.085486,-0.231222,-0.311614,
478.322,-210.994,-1.73899,-0.205415,-0.306607,-0.167985,
478.285,-211.039,-1.75026,-0.348629,-0.361435,-0.00453454,
478.238,-211.081,-1.74304,-0.469285,-0.383494,0.128428,
478.167,-211.133,-1.71625,-0.603854,-0.384957,0.271076,
478.079,-211.182,-1.67202,-0.727679,-0.365809,0.39556,
477.989,-211.223,-1.62111,-0.826665,-0.341336,0.48737,
477.872,-211.267,-1.55035,-0.931357,-0.317138,0.573365,
477.761,-211.302,-1.48167,-1.01209,-0.30321,0.62933,
477.621,-211.342,-1.39478,-1.09332,-0.294325,0.673976,
477.493,-211.375,-1.3166,-1.15024,-0.291035,0.695159,
477.336,-211.414,-1.22349,-1.20099,-0.289821,0.701685,
477.174,-211.452,-1.13063,-1.23366,-0.290374,0.691586,
477.033,-211.485,-1.05275,-1.2472,-0.2917,0.672717,
476.867,-211.524,-0.965195,-1.24896,-0.294069,0.642479,
476.725,-211.558,-0.893658,-1.24193,-0.296949,0.612309,
476.56,-211.598,-0.814742,-1.22721,-0.301584,0.574941,
476.421,-211.633,-0.751107,-1.21086,-0.307373,0.542683,
476.262,-211.674,-0.681474,-1.18868,-0.317422,0.505985,
476.105,-211.717,-0.616614,-1.16337,-0.330373,0.470968,
475.974,-211.755,-0.564529,-1.14021,-0.342933,0.443827,
475.824,-211.802,-0.5074,-1.11246,-0.35786,0.415962,
475.699,-211.844,-0.461112,-1.08872,-0.37158,0.396206,
475.556,-211.894,-0.409544,-1.06048,-0.39021,0.37961,
475.418,-211.947,-0.359978,-1.03108,-0.413671,0.372242,
475.301,-211.996,-0.317058,-1.00491,-0.440965,0.375189,
475.169,-212.058,-0.266209,-0.975522,-0.483436,0.391553,
475.059,-212.115,-0.220168,-0.951865,-0.530471,0.417794,
474.934,-212.19,-0.161752,-0.925767,-0.599267,0.462957,
474.83,-212.263,-0.10617,-0.903303,-0.671502,0.513583,
474.712,-212.359,-0.0332356,-0.874467,-0.770244,0.584742,
474.598,-212.468,0.0499027,-0.840618,-0.881531,0.66644,
474.504,-212.575,0.130218,-0.805775,-0.98521,0.742684,
474.4,-212.714,0.235209,-0.748543,-1.11245,0.836072,
474.319,-212.847,0.33521,-0.67245,-1.21909,0.917621,
474.238,-213.017,0.4635,-0.5453,-1.32819,1.01024,
474.183,-213.173,0.582967,-0.404116,-1.39788,1.0841,
474.142,-213.362,0.732354,-0.210247,-1.4377,1.15968,
474.128,-213.553,0.890796,-0.00249996,-1.42304,1.21962,
474.138,-213.712,1.03204,0.171457,-1.36672,1.25569,
474.173,-213.887,1.20073,0.355095,-1.25432,1.27725,
474.222,-214.022,1.34646,0.485001,-1.12182,1.27631,
474.294,-214.159,1.51487,0.591914,-0.93233,1.25167,
474.376,-214.268,1.67709,0.641162,-0.720469,1.20164,
474.45,-214.34,1.81178,0.633861,-0.532011,1.13756,
474.53,-214.397,1.95693,0.569621,-0.329594,1.04109,
474.59,-214.426,2.07003,0.475315,-0.181544,0.940928,
474.644,-214.441,2.18637,0.332669,-0.0445931,0.806474,
474.674,-214.44,2.27107,0.190265,0.0405368,0.678924,
474.687,-214.431,2.35077,0.00980624,0.101002,0.519354,
474.676,-214.415,2.40873,-0.171927,0.120796,0.353162,
474.648,-214.402,2.44068,-0.317424,0.107818,0.20923,
474.596,-214.39,2.45737,-0.468319,0.0620965,0.0441926,
474.536,-214.387,2.45453,-0.57988,0.00269573,-0.0910687,
474.451,-214.392,2.43243,-0.688875,-0.0811734,-0.237499,
474.368,-214.406,2.39875,-0.764931,-0.160323,-0.350163,
474.261,-214.433,2.3444,-0.837575,-0.256077,-0.463094,
474.146,-214.473,2.27647,-0.901273,-0.344905,-0.554512,
474.04,-214.517,2.20965,-0.951429,-0.410673,-0.615165,
473.91,-214.576,2.12429,-1.00588,-0.474207,-0.665151,
473.793,-214.632,2.04687,-1.04902,-0.517156,-0.690724,
473.65,-214.704,1.95405,-1.0914,-0.553874,-0.701859,
473.504,-214.778,1.86162,-1.12125,-0.577414,-0.695589,
473.374,-214.846,1.78245,-1.13762,-0.589122,-0.678967,
473.222,-214.924,1.69388,-1.14635,-0.592948,-0.650533,
473.091,-214.992,1.62132,-1.14548,-0.588177,-0.621193,
472.939,-215.069,1.54113,-1.13758,-0.574946,-0.584138,
472.81,-215.134,1.4764,-1.12822,-0.55882,-0.551736,
472.661,-215.207,1.40553,-1.11554,-0.536207,-0.514655,
472.514,-215.276,1.33951,-1.10087,-0.510695,-0.479025,
472.389,-215.333,1.28655,-1.08919,-0.48647,-0.451193,
472.245,-215.396,1.22854,-1.07665,-0.456069,-0.422345,
472.123,-215.446,1.18163,-1.06608,-0.429365,-0.401456,
471.982,-215.501,1.12953,-1.05549,-0.397541,-0.383019,
471.862,-215.545,1.08643,-1.05005,-0.367999,-0.37393,
471.722,-215.591,1.03684,-1.04852,-0.328417,-0.37348,
471.582,-215.632,0.986446,-1.0529,-0.280822,-0.386338,
471.462,-215.661,0.941187,-1.06363,-0.231595,-0.40936,
471.319,-215.687,0.884137,-1.0858,-0.163343,-0.45085,
471.194,-215.702,0.8301,-1.11241,-0.0958091,-0.498567,
471.043,-215.709,0.759363,-1.15111,-0.0056343,-0.566852,
470.888,-215.703,0.679414,-1.1955,0.0977092,-0.645699,
470.749,-215.686,0.600836,-1.23555,0.198561,-0.72126,
470.581,-215.651,0.498772,-1.27607,0.327943,-0.813625,
470.435,-215.607,0.401349,-1.2938,0.453383,-0.894941,
470.263,-215.536,0.276023,-1.28185,0.614684,-0.98823,
470.119,-215.458,0.158975,-1.23526,0.757929,-1.06347,
469.961,-215.346,0.0121583,-1.13198,0.917397,-1.14168,
469.821,-215.214,-0.144137,-0.977392,1.05171,-1.20551,
469.718,-215.09,-0.284012,-0.813184,1.13288,-1.24583,
469.624,-214.935,-0.45176,-0.601968,1.17795,-1.273,
469.566,-214.801,-0.597294,-0.416886,1.17254,-1.27748,
469.525,-214.648,-0.766262,-0.208834,1.114,-1.25934,
469.51,-214.526,-0.907937,-0.0486611,1.01839,-1.223,
469.515,-214.401,-1.06649,0.102018,0.860557,-1.15697,
469.535,-214.299,-1.21459,0.201075,0.66946,-1.06634,
469.561,-214.233,-1.33083,0.239596,0.495287,-0.970625,
469.593,-214.18,-1.45143,0.232234,0.295875,-0.840627,
469.617,-214.156,-1.5402,0.187845,0.136051,-0.716023,
469.637,-214.149,-1.62501,0.0996291,-0.0321101,-0.558871,
469.642,-214.163,-1.68793,-0.019089,-0.173057,-0.395061,
469.633,-214.189,-1.72493,-0.138785,-0.267913,-0.249923,
469.605,-214.23,-1.74694,-0.283967,-0.341394,-0.0837309,
469.565,-214.271,-1.74849,-0.408363,-0.375388,0.0534152,
469.502,-214.322,-1.73116,-0.54978,-0.38765,0.203039,
469.432,-214.366,-1.70115,-0.663695,-0.380516,0.319269,
469.336,-214.415,-1.65051,-0.784163,-0.35772,0.437136,
469.224,-214.461,-1.58564,-0.891769,-0.330774,0.533793,
469.118,-214.498,-1.52089,-0.973879,-0.311157,0.599016,
468.982,-214.538,-1.43731,-1.05581,-0.294843,0.654312,
468.859,-214.571,-1.3609,-1.11428,-0.287481,0.684218,
468.707,-214.609,-1.26868,-1.17026,-0.285714,0.700027,
468.571,-214.642,-1.18884,-1.20692,-0.287397,0.699033,
468.408,-214.68,-1.09674,-1.23559,-0.289771,0.683901,
468.243,-214.719,-1.00743,-1.25113,-0.292898,0.657619,
468.1,-214.752,-0.934016,-1.25417,-0.297685,0.62936,
467.934,-214.792,-0.852692,-1.24448,-0.304743,0.592868,
467.793,-214.827,-0.786947,-1.22733,-0.310747,0.560503,
467.631,-214.869,-0.714918,-1.20278,-0.317996,0.523137,
467.474,-214.912,-0.648277,-1.17578,-0.325573,0.487322,
467.34,-214.95,-0.593974,-1.15007,-0.333535,0.458427,
467.189,-214.995,-0.535097,-1.1184,-0.346452,0.428621,
